tier,basis,case_id,court,date,cause,ruling_quote,cited_statutes,risk,rule_source,flag_for_review
silver,判決關鍵詞抽取(未核對),"PCDV,114,訴,1448,20251226,1",,2025-12-26,減少買賣價金等,（三）又按當事人本於自主意思所締結之契約，若其內容不違反 法律強制規定或公序良俗，基於私法自治及契約自由原則 ，即成為當事人間契約相關行為之規範（最高法院104年 度台上字第2192號民事判決意旨參照），查原告主張系爭 房地有白蟻蟻患瑕疵、廁所漏水瑕疵、廚房漏水瑕疵，然 兩造於系爭房地交付後之113年7月4日簽訂協議書約定「 新北市○○區○○○街00號四樓之房地 經由買賣雙方協議， 賣方因漏水及白蟻之問題，拆除（含清運垃圾17000元/2 、廚房天花板塑膠角材35000元/2、廚房牆壁水管修復150 00元，廁所及廚房牆壁鋼筋修復20000元，全是白蟻施工5 000元費用）其中清運垃圾及廚房天,,medium,民法354 / 359:瑕疵擔保,Y
silver,判決關鍵詞抽取(未核對),"PCDV,112,重訴,160,20251205,4",,2025-12-05,塗銷所有權移轉登記等,"此外，原告更於112年2月間發現被告王議賜原持有偉 翔公司17,950股份，竟於111年9月2日將股份轉讓予他人， 揆諸被告王議賜轉讓股份之時間與移轉系爭不動產之時間密 接乙情觀之，益證被告二人間係為脫產，方為通謀虛偽意思 表示，將系爭不動產辦理系爭信託及設定系爭抵押權予被告 藍浚豪，當屬無效；而系爭信託行為，依信託法第5條第2款 規定，其目的違反公共秩序或善良風俗，亦屬無效，被告二 人明知其行為無效，亦應負回復原狀之責，爰依民法第87條 第1項前段、信託法第5條第2款、第242條、第113條、第767 條第1項前段及中段規定為先位之請求。",民法第5條、民法第87條、民法第242條、民法第113條、民法第767條,high,,Y
silver,判決關鍵詞抽取(未核對),"PCDV,112,重訴,160,20251205,4",,2025-12-05,塗銷所有權移轉登記等,㈡先位之訴部分：被告王議賜、藍浚豪間就系爭不動產所為系 爭信託行為及所有權移轉登記之物權行為是否為通謀虛偽意 思表示或依信託法第5條第2款規定而無效？,民法第5條,high,,Y
silver,判決關鍵詞抽取(未核對),"PCDV,112,重訴,160,20251205,4",,2025-12-05,塗銷所有權移轉登記等,⒊此外，原告並未提出其他相當之證據足資證明被告二人間 就系爭不動產所為系爭信託行為及所有權移轉登記之物權 行為、系爭抵押權設定行為，均係通謀而為虛偽意思表示 ，則其主張被告二人間上開債權行為、物權行為依民法第 87條第1項規定皆屬無效云云，自無可採。,民法第87條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,重訴,719,20251215,2",,2025-12-15,塗銷所有權移轉登記等,嗣於114 年10月9日言詞辯論期日以言詞追加民法第113條規定為請求 權基礎（見本院卷第129頁），其據以請求之基礎事實仍為 被告與訴外人即原告之被繼承人秦○○間就系爭不動產所為買 賣之債權行為及物權行為均無效，故原告上開訴之追加，與 前開規定相符，應予准許。,民法第113條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,重訴,719,20251215,2",,2025-12-15,塗銷所有權移轉登記等,然上開買賣係以 公告現值約定價金，亦未給付價金，原告否認秦○○有贈與或 買賣系爭不動產之意思表示存在，買賣關係亦為通謀虛偽， 依民法第87條第1項規定，應屬無效，被告應將系爭不動產 以買賣為原因之所有權移轉登記塗銷，爰先位請求確認被告 與秦○○就系爭不動產所為之買賣行為及98年6月1日所有權移 轉登記行為均無效，暨依民法第113條、第767條第1項中段 規定，請求被告將系爭不動產於98年6月1日以買賣為原因所 為之所有權移轉登記予以塗銷。,民法第87條、民法第113條、民法第767條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,重訴,719,20251215,2",,2025-12-15,塗銷所有權移轉登記等,又若認秦○○有買賣真意，則 備位依土地所有權買賣移轉契約書及建築改良物所有權買賣 移轉契約書約定，請求被告給付價金等語，並聲明：先位 聲明：⒈確認被告與秦○○就系爭不動產於98年5月12日所為之 買賣行為及98年6月1日所有權移轉登記行為無效。,,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,4441,20251223,1",,2025-12-23,遷讓房屋等,茲分述如下： (一)原告請求被告返還系爭房屋、給付占有系爭房屋之不當得利 ，為無理由： ⒈按當事人主張有利於己之事實者，就其事實有舉證之責任； 但法律別有規定，或依其情形顯失公平者，不在此限，民事 訴訟法第277條定有明文。,民法第277條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,重訴,637,20251217,1",,2025-12-17,不動產所有權移轉登記,被告明 知伊無出售房地意願，擅以伊代理人身分將系爭房地所有權 移轉登記至其名下，顯然違反民法第106條禁止自己代理之 規定，依民法第71條規定，買賣債權行為及不動產所有權移 轉之物權行為均屬無效，伊得依民法第767條規定請求返還 。,民法第106條、民法第71條、民法第767條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,重訴,637,20251217,1",,2025-12-17,不動產所有權移轉登記,惟原 告主張被告代理原告將系爭房地出售予被告並辦理移轉登記 ，違反民法第106條禁止自己代理之規定，兩造間系爭房地 之買賣債權行為及移轉登記之物權行為均屬無效等情，則為 被告所否認，並以前揭情詞置辯。,民法第106條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,重訴,637,20251217,1",,2025-12-17,不動產所有權移轉登記,依兩造間 有效成立之買賣契約，原告負有移轉系爭房地所有權予被告 之契約義務，向地政機關辦理房地所有權移轉登記之行為， 屬出賣人專為履行債務之行為，依上規定及說明，縱被告確 有代理原告辦理移轉登記，亦非屬民法第106條所定禁止自 己代理之範疇，原告以被告代理原告辦理移轉登記為由，主 張系爭房地所有權移轉之物權行為無效，亦非有據。,民法第106條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,113,重訴,582,20251204,1",,2025-12-04,所有權移轉登記,"惟 系爭前案判決未審酌陳水明與聯勤司令部間就系爭土地係成 立租賃契約而非買賣契約，系爭前案判決未以陳水明全體繼 承人為被告，當事人不適格，係違式裁判不生判決效力，且 系爭前案判決之既判力不及於原告之被繼承人陳添源，故系 爭土地之所有權移轉登記原因無效，爰依民法第767條第1項 中段規定請求被告應分別塗銷系爭581、582地號土地移轉登 記等語，並聲明：㈠被告政戰局應將坐落系爭581地號土地如 附圖1所示A，面積1,674平方公尺（以實測為準），自系爭5 81地號土地辨理土地分割登記，再將該部分土地所有權應有 部分7分之1於68年6月13日以判決移轉為登記原因之所有權 登記塗銷；㈡被告新工處應將",民法第767條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,補,3122,20251208,1",,2025-12-08,遷讓房屋等,二、原告起訴狀應受判決事項聲明第一項主張：被告承租門牌號 碼台北市○○區○○路000號5樓房屋(下稱系爭不動產)，惟被告 積欠租金以擔保金抵償後已達2月(共計新台幣(下同)13萬元 )，經原告以存證信函催告於114年12月1日終止租約，迄未 將系爭不動產騰空返還予原告，而依民法第455條、第767條 第1項前段規定請求被告遷讓返還系爭不動產等語，惟其雖 於起訴狀記載訴訟標的價額為4000萬元，然並未提出任何證 據以為釋明，致本院無法核定訴訟標的價額，以裁定命原告 補繳裁判費，茲限原告於收受本裁定送達5日內查報：系爭 不動產之鑑定價值報告或鄰近不動產實價登錄之交易價格， 並加計請求租金金額13萬,民法第455條、民法第767條、民法第77條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,7715,20251230,1",,2025-12-30,遷讓房屋等,"詎被告未依約給付租金，經原告催告被 告限期繳清仍置之不理，原告已於114年3月31日終止系爭租 約，被告應依民法第767條第1項前段規定遷讓返還系爭房屋 予原告；依系爭租約第4條清償積欠之租金2萬6,802元、懲 罰性違約金107元；依系爭租約第12條第3項約定，自114年4 月1日起至返還系爭房屋之日止，按月給付原告月租金1萬3, 967元1倍之懲罰性違約金；依民法第179條、第184條第1項 前段規定，自114年4月1日起至返還系爭房屋之日止，按月 給付1萬3,967元之不當得利等語。",民法第767條、民法第4條、民法第12條、民法第179條、民法第184條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,6780,20251223,1",,2025-12-23,給付買賣價金等,㈡按給付無確定期限者，債務人於債權人得請求給付時，經其 催告而未為給付者，自受催告時起，負遲延責任；遲延之債 務，以支付金錢為標的者，債權人得請求依法定利率計算之 遲延利息；應付利息之債務，其利率未經約定，亦無法律可 據者，週年利率為5％，民法第229條第2項前段、第233條第1 項前段、第203條分別定有明文。,民法第229條、民法第233條、民法第203條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,6780,20251223,1",,2025-12-23,給付買賣價金等,五、原告陳明願供擔保，聲請宣告假執行，經核其勝訴部分，合 於法律規定，爰酌定相當之擔保金額宣告之，併依民事訴訟 法第392條第2項規定，依職權酌定相當之擔保金額宣告被告 預供擔保後，得免為假執行；至原告敗訴部分，其假執行之 聲請已失所附麗，應併予駁回。,民法第392條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,113,訴,4536,20251205,2",,2025-12-05,遷讓房屋等,其經債權人 起訴而送達訴狀，或依督促程序送達支付命令，或為其他相 類之行為者，與催告有同一之效力；遲延之債務，以支付金 錢為標的者，債權人得請求依法定利率計算之遲延利息；應 付利息之債務，其利率未經約定，亦無法律可據者，週年利 率為5％，民法第229條第1項、第2項、第233條第1項前段及 第203條分別定有明文。,民法第229條、民法第233條、民法第203條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,3938,20251224,1",,2025-12-24,遷讓房屋等,貳、實體方面： 一、原告主張：原告為系爭房屋所有權人，胡珹瑞於111年10月19日邀同鄭康序為連帶保證人，與原告簽約承租系爭房屋（即系爭租約），約定租期自111年10月19日起至112年10月19日止，每月租金新臺幣（下同）3萬元；嗣系爭租約屆期後因原告未即反對胡珹瑞續租，致系爭租約轉為不定期租賃關係；然因胡珹瑞自113年6月起積欠租金，且與鄭康序共同占有系爭房屋，原告乃於113年1月11日以存證信函催告給付租金（下稱系爭信函），並以本件起訴狀繕本送達作為終止系爭租約之意思表示。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,3938,20251224,1",,2025-12-24,遷讓房屋等,三、得心證之理由： (一)按當事人主張有利於己之事實者，就其事實有舉證之責任； 但法律別有規定，或依其情形顯失公平者，不在此限，民事 訴訟法第277條定有明文。,民法第277條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,6186,20251209,1",,2025-12-09,遷讓房屋等,"原告再主張其為被告繳納系爭房屋於113年8月至114 年6月間共計10,120元之管理費，且因被告積欠租金、逾期 未返還系爭房屋予其，致其為進行公示催告、公示送達程序 、本件訴訟程序及後續強制執行程序，因而支出160,000元 律師費等情，有原告提出之收據、親親大廈管理委員會公共 管理費用分攤收繳單為佐（見本院卷第31、73頁），被告就 上情視同自認，亦堪信為真實，是原告依系爭租約第7條、 第15條約定，請求被告給付共計170,120元【計算式：10,12 0元＋160,000元＝170,120元】之管理費、律師費，應屬有憑 。",民法第7條、民法第15條,medium,,Y
